"whrswk","hhi","whi","hhi2","education","race","hispanic","experience","kidslt6","kids618","husby","region"
"0","no","no","no","9-11years","black","no","33.5","0","0","0.45","south"
"0","no","no","no","12years","white","no","12","1","1","12","south"
"40","yes","yes","yes","13-15years","white","no","35","0","0","52.861","south"
"40","yes","yes","yes","16years","white","no","17","0","1","41.082","south"
"0","yes","no","yes","12years","white","no","17","2","0","40.5","south"
"40","yes","yes","yes","12years","white","no","25","0","1","9.01","south"
"40","yes","no","yes","13-15years","white","no","11","1","1","32","south"
"0","no","no","no","12years","white","no","47","0","0","0","south"
"0","yes","no","yes","13-15years","white","no","20","0","2","40","south"
"40","yes","no","yes","12years","white","no","23","0","0","28","south"
"0","yes","no","yes","12years","white","no","35","0","0","12","south"
"53","no","yes","yes","12years","white","no","38","0","0","28","south"
"40","yes","no","yes","12years","black","no","24","0","3","13.5","south"
"0","no","no","no","12years","white","no","10","1","1","10","south"
"50","yes","no","yes","16years","white","no","19","0","2","0","south"
"15","yes","no","yes","13-15years","white","no","16","1","1","32","south"
"25","yes","no","yes","12years","white","no","6","2","0","35","south"
"6","no","no","no","12years","white","no","12","1","0","14.4","south"
"45","no","yes","yes",">16years","white","no","15","0","0","31.2","south"
"0","no","no","no","13-15years","white","no","18","0","3","35","south"
"40","no","yes","no","16years","white","no","1","0","0","1","south"
"40","yes","no","yes","12years","white","no","32","0","0","17.68","south"
"0","yes","no","yes","12years","white","no","37","0","0","65","south"
"30","yes","no","yes","13-15years","white","no","16","0","1","60","south"
"0","yes","no","yes","13-15years","white","no","9","1","1","50","south"
"0","no","no","no",">16years","white","no","40","0","0","0","south"
"32","no","yes","no","12years","white","no","28","0","0","0","south"
"0","no","no","no","13-15years","white","yes","11","2","0","0","south"
"0","yes","no","yes","12years","white","yes","23","0","1","99.999","south"
"32","yes","no","yes","12years","white","no","36","0","0","0","south"
"16","no","no","no","13-15years","white","yes","28","0","0","1.26","south"
"0","no","no","no","9-11years","white","yes","30.5","0","0","0","south"
"0","no","no","no","9-11years","white","no","32.5","0","0","0","south"
"36","yes","no","yes","16years","white","no","15","0","1","44.213","south"
"0","no","no","no","13-15years","white","no","8","2","0","29.503","south"
"20","no","no","no","16years","white","no","18","2","0","0","south"
"0","no","no","no","9-11years","white","no","46.5","0","0","0","south"
"25","no","no","no","13-15years","white","no","2","0","0","8.5","south"
"36","yes","yes","yes",">16years","white","yes","17","0","2","45","south"
"0","yes","no","yes","16years","white","no","41","0","0","0","south"
"0","no","no","no","13-15years","white","no","19","0","3","99.999","south"
"40","no","yes","no","16years","white","no","22","0","0","0","south"
"40","yes","no","yes","12years","white","no","24","0","2","42","south"
"0","yes","no","yes","12years","white","no","44","0","0","7.2","south"
"40","no","yes","no","13-15years","white","no","35","0","0","100","south"
"0","yes","no","yes","13-15years","white","no","32","0","0","37","south"
"40","no","yes","no","13-15years","white","no","9","2","0","0","south"
"40","no","no","no","16years","white","no","2","0","0","18","south"
"0","yes","no","yes","9-11years","white","no","26.5","0","1","30","south"
"25","yes","no","yes","13-15years","white","no","19","0","2","30","south"
"40","no","yes","yes","13-15years","white","no","2","0","0","28","south"
"40","no","yes","no",">16years","white","no","28","0","0","25","south"
"30","no","no","no","13-15years","white","no","1","1","0","6.5","south"
"40","no","yes","no",">16years","white","no","2","0","0","8","west"
"35","no","no","no","13-15years","white","no","24","0","0","0","west"
"0","yes","no","yes","13-15years","white","no","38","0","0","0","west"
"25","yes","yes","yes","12years","white","no","15","0","1","41","west"
"50","no","yes","yes","13-15years","white","no","29","0","0","47","west"
"40","no","no","no","12years","other","no","20","0","0","0","west"
"45","no","yes","no",">16years","white","no","4","0","0","9.6","west"
"40","no","yes","yes","16years","white","no","20","0","0","35","west"
"0","yes","no","yes",">16years","white","no","11","2","0","99.999","west"
"40","no","yes","yes","16years","white","no","8","0","0","99.999","west"
"40","yes","no","yes","12years","white","no","21","0","1","25","west"
"45","no","no","no","12years","white","no","39","0","0","12","west"
"16","yes","no","yes","16years","white","no","9","2","0","40","west"
"80","no","no","no","12years","white","no","35","0","0","17","west"
"0","yes","no","yes","9-11years","white","no","44.5","0","0","20","west"
"0","no","no","no","<9years","white","no","48","0","0","0","west"
"40","no","yes","no",">16years","white","no","35","0","0","55","west"
"22","no","no","no","16years","white","no","24","0","2","5.653","west"
"0","no","no","no","13-15years","white","yes","39","0","0","0","west"
"40","yes","no","yes","12years","white","no","7","1","0","26","west"
"15","yes","no","yes","13-15years","white","no","20","1","2","30","west"
"40","yes","no","yes","16years","white","no","2","0","0","20.94","west"
"16","yes","no","yes","12years","white","no","25","0","2","62.911","west"
"40","yes","yes","yes","13-15years","white","no","24","0","1","50","west"
"0","yes","no","yes",">16years","white","no","18","2","1","35","west"
"40","no","no","no","9-11years","white","no","15.5","1","1","5.75","west"
"36","yes","no","yes","12years","white","no","21","0","2","60","west"
"50","no","yes","no","13-15years","white","no","20","0","0","2","west"
"40","no","yes","yes","12years","white","no","21","0","0","20.8","west"
"30","no","no","no","12years","white","no","10","1","2","7","west"
"26","yes","no","yes","13-15years","white","no","39","0","0","65","west"
"25","yes","yes","yes","13-15years","white","no","20","0","0","20","west"
"40","no","yes","yes","12years","white","no","25","0","0","33.95","west"
"48","no","yes","no","16years","white","no","6","0","0","91","west"
"30","no","yes","no","16years","white","yes","11","0","1","50","west"
"0","yes","no","yes","12years","white","no","40","0","0","0","west"
"40","no","yes","no","12years","white","no","28","0","2","35","west"
"32","yes","yes","yes",">16years","white","no","18","0","2","35","west"
"40","no","yes","no","12years","white","no","23","0","1","45","west"
"40","no","yes","yes","16years","white","no","16","1","0","65","west"
"50","yes","yes","yes",">16years","white","no","22","0","1","58.217","west"
"60","no","yes","no","12years","white","no","29","0","0","0","west"
"21","yes","no","yes","16years","white","no","29","0","0","90","west"
"20","yes","yes","yes","16years","white","no","31","0","0","80","west"
"40","no","yes","no","<9years","white","yes","16","0","0","13","west"
"44","yes","yes","yes","16years","white","no","24","0","0","0","west"
"0","no","no","no","12years","white","no","46","0","0","0","west"
"35","yes","yes","yes","16years","white","no","24","0","2","81","west"
"35","yes","no","yes","16years","white","no","25","0","0","40","west"
"40","yes","yes","yes","12years","white","yes","13","0","2","31.096","west"
"0","yes","no","yes","12years","white","yes","14","1","0","35","west"
"40","yes","no","yes","16years","white","no","15","1","1","53","west"
"38","yes","yes","yes","12years","black","no","26","0","0","99.999","west"
"20","no","yes","yes","12years","white","no","20","1","0","76","west"
"30","yes","no","yes","12years","white","yes","11","1","1","35","west"
"0","no","no","no","12years","white","yes","21","0","3","28.08","west"
"0","yes","no","yes","16years","white","no","34","0","0","25.333","west"
"48","no","yes","yes","12years","white","no","23","0","3","54.763","west"
"40","no","yes","no","13-15years","white","no","23","1","1","57.398","west"
"45","yes","yes","yes","12years","white","no","8","0","0","10.5","west"
"0","yes","no","yes","13-15years","white","no","43","0","0","28.38","west"
"40","no","yes","no","12years","white","no","19","2","3","20.8","west"
"38","no","yes","no","13-15years","white","no","41","0","0","2.55","west"
"0","no","no","no","<9years","white","yes","19","1","0","10","west"
"0","no","no","yes","12years","white","no","32","0","0","26.5","west"
"50","yes","no","yes","16years","white","no","13","1","0","59","west"
"20","no","no","no","13-15years","white","yes","34","0","0","0","west"
"38","yes","yes","yes","13-15years","white","no","33","0","0","77","west"
"0","yes","no","yes","13-15years","black","no","28","1","2","38","west"
"0","yes","no","yes","12years","white","yes","40","0","0","8.84","west"
"0","no","no","no","12years","white","no","17","2","1","0","west"
"60","no","no","no","16years","white","no","21","0","2","35","west"
"25","yes","no","yes","12years","white","yes","41","0","0","7.211","west"
"40","no","yes","no","13-15years","white","no","24","1","0","46","west"
"40","no","yes","no","16years","white","no","4","2","0","46","west"
"40","no","no","no","13-15years","white","yes","7","0","0","5.76","west"
"20","yes","no","yes","13-15years","white","no","5","0","0","40.5","west"
"40","yes","no","yes","12years","white","no","21","1","1","24","west"
"0","no","no","no","13-15years","white","no","12","0","2","2.9","west"
"0","yes","no","yes",">16years","white","no","7","1","1","99.999","west"
"40","yes","no","yes","12years","white","no","20","0","2","58","west"
"40","no","yes","no","12years","white","yes","14","1","2","22","west"
"0","yes","no","yes","16years","white","no","24","0","2","0","west"
"48","no","yes","no","16years","white","no","31","0","0","17","west"
"0","yes","no","yes","13-15years","white","no","44","0","0","50","west"
"30","yes","no","yes",">16years","white","no","10","1","0","30","west"
"0","no","no","no","9-11years","white","no","13.5","1","2","24","west"
"30","no","no","no","<9years","white","yes","23","1","1","6","west"
"35","yes","no","yes","13-15years","white","yes","8","2","0","30","west"
"40","yes","yes","yes","13-15years","white","no","9","0","0","24","west"
"20","no","no","no","<9years","white","yes","38","0","0","16","west"
"0","no","no","no","9-11years","white","no","19.5","2","2","5.6","west"
"0","no","no","no","12years","white","yes","33","0","0","7","west"
"60","yes","yes","yes",">16years","white","no","30","0","0","42","west"
"40","yes","no","yes","16years","white","no","25","0","3","65","west"
"50","no","yes","no","12years","white","no","27","0","2","0","west"
"30","yes","no","yes","12years","white","no","16","0","0","22","west"
"40","yes","yes","yes","12years","white","no","14","1","1","25","west"
"40","no","yes","no","12years","white","no","16","1","1","26","west"
"45","yes","no","yes","12years","white","yes","28","0","1","32","west"
"40","yes","yes","yes","12years","white","no","37","0","0","8","west"
"0","yes","no","yes","13-15years","white","no","23","1","2","56","west"
"0","yes","no","yes",">16years","white","no","20","0","1","50","west"
"12","yes","no","yes","13-15years","white","no","19","0","2","27","west"
"0","no","no","no","12years","white","no","35","0","0","25","west"
"0","no","no","no","12years","white","no","24","0","2","40","west"
"23","yes","no","yes","16years","white","no","23","0","2","84","west"
"40","no","yes","yes",">16years","white","no","11","0","0","89","west"
"0","no","no","no","12years","white","no","45","0","0","0","west"
"40","yes","yes","yes","12years","white","no","38","0","0","65","west"
"40","no","yes","yes","12years","white","no","5","1","0","19.9","west"
